url,topic,title,subtitle,author,datetime_posted,label,card_id
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Fox Corp. 'pleased' to settle Dominion case,Dareh Gregorian,2023-04-18T20:20:00.228Z,NBC News,rcrd12593
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,What happens to the special master investigation?,Daniel Arkin,2023-04-18T20:18:18.952Z,NBC News,rcrd12592
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Judge commends Dominion and Fox attorneys for their 'lawyering',Phil Mccausland,2023-04-18T20:12:41.550Z,NBC News,rcrd12591
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Judge thanks jury for their (short) service,Dareh Gregorian,2023-04-18T20:09:29.651Z,NBC News,rcrd12589
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,No trial: Dominion and Fox lawyers reach a settlement,Daniel Arkin,2023-04-18T19:57:46.510Z,NBC News,rcrd12587
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Court returns from extended break,Christopher Cicchiello,2023-04-18T19:54:48.360Z,NBC News,rcrd12575
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,"Top Dominion, Fox lawyers emerge from judge's chambers",Julia Jester | Dareh Gregorian,2023-04-18T19:26:14.503Z,NBC News,rcrd12584
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,NBC News,2023-04-18T19:16:15.074Z,NBC News,rcrd12585
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,The judge has appointed a special master,Julia Jester | Jane C. Timm | Daniel Arkin,2023-04-18T18:58:06.488Z,NBC News,rcrd12582
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Mystery delay in trial opening continues,Dareh Gregorian,2023-04-18T18:49:13.944Z,NBC News,rcrd12580
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,Daniel Arkin,2023-04-18T18:16:27.919Z,NBC News,rcrd12578
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,First witness could be former Dominion spokesperson,Daniel Arkin,2023-04-18T17:49:56.230Z,NBC News,rcrd12577
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Inside the courtroom: Lawyers packed in like sardines,Jane C Timm,2023-04-18T17:16:01.145Z,NBC News,rcrd12574
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,HBO documentary included in Fox's list of exhibits,Daniel Arkin,2023-04-18T16:40:05.386Z,NBC News,rcrd12569
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,Ginger Gibson,2023-04-18T16:07:39.826Z,NBC News,rcrd12567
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Court breaks for lunch,Megan Lebowitz,2023-04-18T15:59:19.795Z,NBC News,rcrd12566
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Judge lays out trial days for jurors,Dareh Gregorian,2023-04-18T15:59:02.625Z,NBC News,rcrd12565
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Opening statements to take up most of the afternoon,Julia Jester | Dareh Gregorian,2023-04-18T15:53:47.770Z,NBC News,rcrd12563
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Judge calls jury in for instructions,Megan Lebowitz,2023-04-18T15:52:59.598Z,NBC News,rcrd12562
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Judge warns courtroom not to take photos or record proceedings,Ginger Gibson,2023-04-18T15:39:08.632Z,NBC News,rcrd12561
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,D'oh-minion: Fox's exhibit list includes four clips from 'The Simpsons',Daniel Arkin,2023-04-18T15:20:37.863Z,NBC News,rcrd12554
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,What we learned from Murdoch's deposition,Jane C. Timm | Jason Abbruzzese | Kevin Collier,2023-04-18T15:12:02.471Z,NBC News,rcrd12525
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Dominion exhibit list is really long,Dareh Gregorian,2023-04-18T15:04:29.297Z,NBC News,rcrd12553
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,The jury is in place,Julia Jester,2023-04-18T14:53:25.510Z,NBC News,rcrd12552
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,ICYMI: The judge rebuked Fox last week,Daniel Arkin,2023-04-18T14:12:44.226Z,NBC News,rcrd12533
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,The jury is seated,Julia Jester,2023-04-18T14:10:52.062Z,NBC News,rcrd12549
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,Julia Jester,2023-04-18T14:02:21.537Z,NBC News,rcrd12547
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,NBC News,2023-04-18T13:41:39.969Z,NBC News,rcrd12544
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,The lawyers have arrived,Susan Kroll,2023-04-18T13:05:17.113Z,NBC News,rcrd12543
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Who owns Dominion?,Daniel Arkin,2023-04-18T12:55:26.734Z,NBC News,rcrd12532
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,What the jury will be asked to consider,Dareh Gregorian | Jane C. Timm,2023-04-18T12:36:18.054Z,NBC News,rcrd12530
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Fired Fox News producer says she found more evidence relevant to Dominion case,Jane C Timm,2023-04-18T12:03:55.120Z,NBC News,rcrd12538
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,NBC News,2023-04-18T11:33:10.089Z,NBC News,rcrd12537
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,Why Dominion won't have to prove to the jury that the claims Fox aired are false,Dareh Gregorian | Jane C. Timm,2023-04-18T11:08:59.493Z,NBC News,rcrd12529
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,"In private, Fox News stars and staffers blasted election fraud claims as bogus, court filings show",Kevin Collier | Jane C. Timm,2023-04-18T10:37:58.845Z,NBC News,rcrd12524
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,What you need to know about the Dominion v. Fox News trial,Jane C Timm,2023-04-18T10:37:57.551Z,NBC News,rcrd12522
https://www.nbcnews.com/media/live-blog/-fox-news-dominion-trial-live-updates-rcna79492,media,Fox News and Dominion reach settlement on first day of trial,,Jane C Timm,2023-04-18T10:37:56.220Z,NBC News,rcrd12526
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",U.S. strikes Houthi missile in Yemen; oil tanker hit earlier,Mosheh Gains | Courtney Kube | Phil Helsel,2024-01-27T04:41:18.210Z,NBC News,rcrd32253
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Biden condemns denialism ahead of International Holocaust Remembrance Day,Yuliya Talmazan,2024-01-27T00:36:45.931Z,NBC News,rcrd32144
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Injuries, distressed crowds overwhelm Nasser Hospital in southern Gaza",Yasmine Salam,2024-01-27T00:35:01.865Z,NBC News,rcrd32139
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","âWe want a cease-fire,â Gazans say after ICJ rulingÂ",Chantal Da Silva,2024-01-26T22:55:55.223Z,NBC News,rcrd32235
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Former Israeli diplomat on ICJ ruling against Israel: 'It was a stern warning',NBC News,2024-01-26T21:27:50.167Z,NBC News,rcrd32226
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Biden spoke with leaders of Egypt and Qatar about Gaza cease-fire, release of hostages",Ammar Cheikh Omar | Charlene Gubash,2024-01-26T20:57:22.748Z,NBC News,rcrd32227
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","'A sea of people forced to flee Khan Younis,' UNRWA commissioner-general says",Mirna Alsharif,2024-01-26T20:42:58.884Z,NBC News,rcrd32183
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",IDF: Dozens of Hamas soldiers killed as heavy fighting continues in Khan Younis,Yuliya Talmazan,2024-01-26T20:09:56.800Z,NBC News,rcrd32137
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","What the U.N. court ordered Israel to do, what it didnât â and what it means for the war in Gaza",Alexander Smith,2024-01-26T19:35:12.878Z,NBC News,rcrd32223
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Hamas welcomes ICJ's ruling against Israel,NBC News,2024-01-26T19:14:49.916Z,NBC News,rcrd32213
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","âNot only false, itâs outrageousâ: Netanyahu rejects Gaza genocide charges",NBC News,2024-01-26T18:38:58.754Z,NBC News,rcrd32219
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Palestinian Ministry of Information: 'The State of Israel now stands accused of destroying an entire population',NBC News,2024-01-26T18:16:02.152Z,NBC News,rcrd32208
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Blinken told Wednesday of allegations UNRWA workers were involved with Oct. 7 attacks, official says",Abigail Williams,2024-01-26T17:56:54.950Z,NBC News,rcrd32212
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","ICJ ruling against Israel consistent with U.S. calls for protecting civilians, State Department says",Abigail Williams,2024-01-26T17:21:56.681Z,NBC News,rcrd32207
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",âThe last great hopeâ: CIA director en route to broker Israel-Hamas hostage release deal,NBC News,2024-01-26T17:09:22.093Z,NBC News,rcrd32201
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Two missiles explode near ships off Yemen coast, British maritime agency says",Larissa Gao,2024-01-26T16:45:37.478Z,NBC News,rcrd32152
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",What did the International Court of Justice rule at its genocide hearing against Israel?,Alexander Smith,2024-01-26T16:16:24.910Z,NBC News,rcrd32153
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",U.S. pauses funding for U.N. refugee agency amid allegations staffers were involved in Oct. 7 attacks,Yuliya Talmazan,2024-01-26T15:51:46.337Z,NBC News,rcrd32188
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Palestinian ambassadors praise ICJ ruling,Yasmine Salam,2024-01-26T15:46:26.434Z,NBC News,rcrd32169
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","China presses Iran to rein in Houthi attacks in Red Sea, sources say",Reuters,2024-01-26T15:35:15.779Z,NBC News,rcrd32131
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",South Africa welcomes ICJ ruling,Larissa Gao,2024-01-26T14:45:25.651Z,NBC News,rcrd32171
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",UNRWA investigates staff accused of taking part in Oct. 7 attacks,Larissa Gao | Yuliya Talmazan,2024-01-26T14:20:14.017Z,NBC News,rcrd32162
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",,Yuliya Talmazan,2024-01-26T15:00:05.977Z,NBC News,rcrd32178
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Israel 'does not need to be lectured on morality,' defense minister says after ICJ ruling",Max Burman,2024-01-26T14:05:39.097Z,NBC News,rcrd32164
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Dueling protests outside the ICJ,Max Butterworth,2024-01-26T14:00:56.634Z,NBC News,rcrd32155
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Israel will continue to 'defend our people,' Netanyahu says",Henry Austin,2024-01-26T13:40:51.617Z,NBC News,rcrd32158
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",'Hague Shmague': Israeli security minister reacts to ICJ ruling,Henry Austin,2024-01-26T13:24:40.999Z,NBC News,rcrd32154
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Palestinian foreign minister welcomes ICJ judgment,Henry Austin,2024-01-26T13:08:23.750Z,NBC News,rcrd32135
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Alexander Smith,2024-01-26T12:47:48.149Z,NBC News,rcrd32151
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",U.N. court declines Israel's request to toss out genocide case,Alexander Smith,2024-01-26T12:22:28.336Z,NBC News,rcrd32149
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",ICJ president recounts 'human tragedy' in Israel and Gaza before ruling,Alexander Smith,2024-01-26T12:12:34.030Z,NBC News,rcrd32148
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Top U.N. court begins ruling on whether to order Israel to halt Gaza offensive,Alexander Smith,2024-01-26T12:06:45.045Z,NBC News,rcrd32147
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Today's ICJ ruling in the Israel genocide case: What to know,Alexander Smith,2024-01-26T11:41:49.605Z,NBC News,rcrd32132
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",U.S. reiterates genocide accusations against Israel are 'unfounded' ahead of IJC ruling,Yuliya Talmazan,2024-01-26T11:30:46.540Z,NBC News,rcrd32136
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Blinken speaks with South African foreign minister ahead of ICJ ruling,Yuliya Talmazan,2024-01-26T11:15:05.858Z,NBC News,rcrd32130
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Heavy rains and cold hit Gazans sheltering in makeshift tents,Chantal Da Silva,2024-01-26T11:00:15.849Z,NBC News,rcrd32138
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Gazans and Israelis await ICJ ruling,Chantal Da Silva,2024-01-26T10:30:42.449Z,NBC News,rcrd32125
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",WHO chief breaks down describing âhellishâ Gaza conditions,Samra Zulfaqar,2024-01-26T10:15:16.692Z,NBC News,rcrd32127
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","45% drop in Suez trade volume following Houthi attacks, U.N. says",Larissa Gao,2024-01-26T10:01:21.623Z,NBC News,rcrd32134
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",IDF soldiers patrol inside Gaza,Max Butterworth,2024-01-26T09:45:13.095Z,NBC News,rcrd32123
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Gallant tells Austin U.S. pressure âimportantâ to bring hostages home,Chantal Da Silva,2024-01-26T09:30:06.366Z,NBC News,rcrd32122
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza","Gaza death toll passes 26,000, health ministry says",Yuliya Talmazan,2024-01-26T09:15:03.598Z,NBC News,rcrd32126
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Nasser Hospital out of anesthesia and food as Palestinians seek aid in Khan Younis,Doha Madani,2024-01-26T09:00:33.952Z,NBC News,rcrd32129
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Desperate scene as food is distributed in southern Gaza,Max Butterworth,2024-01-26T09:00:32.820Z,NBC News,rcrd32124
https://www.nbcnews.com/news/live-blog/israel-hamas-war-live-updates-rcna135801,news,"Israel-Hamas war: ICJ stops short of ordering cease-fire, tells Israel to prevent acts of genocide in Gaza",Catch up with NBC Newsâ latest coverage of the war,NBC News,2024-01-26T09:00:31.754Z,NBC News,rcrd32128
https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092,news,N.Y.C. has worst air quality in the world due to Canadian wildfires,Air quality concerns expected to continue Thursday,Marlene Lenthang | Phil Helsel,2023-06-08T03:15:21.882Z,NBC News,rcrd13737
https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092,news,N.Y.C. has worst air quality in the world due to Canadian wildfires,Biden pledges additional firefighting support to Canada,Claire Cardona,2023-06-08T02:35:45.628Z,NBC News,rcrd13736
https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092,news,N.Y.C. has worst air quality in the world due to Canadian wildfires,New York governor warns of âhealth and environmental crisisâ,Phil Helsel,2023-06-08T00:40:50.985Z,NBC News,rcrd13733
https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092,news,N.Y.C. has worst air quality in the world due to Canadian wildfires,New York Cityâs Shakespeare in the Park cancels shows amid smoke,Phil Helsel,2023-06-07T23:31:18.144Z,NBC News,rcrd13732
https://www.nbcnews.com/news/us-news/live-blog/unhealthy-air-quality-canada-wildfires-live-updates-rcna88092,news,N.Y.C. has worst air quality in the world due to Canadian wildfires,"More than 20,000 in Canada remain displaced as country conducts 'all hands on deck' effort",Phil Helsel,2023-06-07T23:13:34.553Z,NBC News,rcrd13731
